review,rating,date,bank,source,app_version,thumbs_up,scrape_date
Blameless !,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4,1,6/7/2025
Better than previous app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.1,1,6/7/2025
Make it USSD not showing pin,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.1,1,6/7/2025
It is clear and nice application. Becuase it is more Userfriend app.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4,3,6/7/2025
It keeps on crashing after the update.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.0-rc1,5,6/7/2025
"Thank you for the update. It has been a long long time since the last update, now it seems cool than the old boring one.",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.0-rc1,2,6/7/2025
It have improved... I like this version but if I can see all the month statment is best!,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,5,6/7/2025
Marvelous design,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4,1,6/7/2025
"It is a very good app; but as a comment, the signs in the app should have their own unique color. For example, the Top up sign should have the color of ethiotelecom.",4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4,10,6/7/2025
Unfortunatly the app stoped working all the time when i try to run it,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
frequently crashes,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4,0,6/7/2025
Soooooo wonderful application,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4,1,6/7/2025
App is not opening after update,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.0-rc1,5,6/7/2025
"It's good app, you need upgrade continuously Thank you",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.0-rc1,3,6/7/2025
Nice improvement,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.0-rc1,1,6/7/2025
Happy to have ACCOUNT with CBE. Thank you for the new mobile banking app which can help the customer for settlement of their bills.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.0-rc1,3,6/7/2025
I am very proud of my bank. It is such a remarkable application ever.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.0-rc1,3,6/7/2025
"With your new CBE mobile app version, it is gonna be alright and much interactice I hope. However, using it in weaker internet connection is often tiring... 4 issues... 1. One thing, please allow the use to subscribe or unsubscribe from the service without the subscriber requiring him to come to your office in person.... 2. You may also introduce two-factor authorization, like if someone even has got your pin, 3. Consider includng water billing and 4.update your apps often work on improvements",3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.0-rc1,77,6/7/2025
Five star,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
This one is better than the earlier version. It still needs more to show info,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.0-rc1,2,6/7/2025
It works perfectly for me and has many options......5 star......,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.0-rc1,3,6/7/2025
Its very nice!👌,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.0-rc1,1,6/7/2025
Not working... it says. Can't Sync...,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
Nice view layout,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.0-rc1,3,6/7/2025
Good look and easy to use.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.0-rc1,6,6/7/2025
Just wow,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.0-rc1,1,6/7/2025
Improved,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.0-rc1,1,6/7/2025
looks better,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.0-rc1,1,6/7/2025
Upgraded to user friendly,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
ur update is so rubbish.. it crash when u login... and after all this comments you didn't do anything.. you should remove it or replace it with the old working version...or either tell us what to do.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,4,6/7/2025
fast & relayable!,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
"can you please fix the problem, I'm overseas and can't get to CBE branch for a fix, PLEASE DO SOMETHING!! start by removing it from play store until you figure out what the issue is!",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,5,6/7/2025
the new app is not integrating with the system... fix it.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
Does not work after update,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
whre can i get the donload authorization code,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,0,6/7/2025
Can't log in,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,2,6/7/2025
ዳንኤል,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
"after updating the app it never works. Let alone giving a star if there was a negative star, i would have given you negative start. how could a biggest bank in a country doesn't have good app. ለማንኛውም ግን ማፈሪያ ባንክ ነው !!",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,4,6/7/2025
frequently failed and needs authorization.,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
app not working after update if ur not aware of it already care to do something about it?,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
please do something about the app!! the new update is useless!!!,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
ባለፈው ግዜ የተሻለ ሃሳብ ሰጥቼ ነበር፣ አጋጣሚ ሁኖ አሁን ሃሳቤን ቀይሬ አለሁኝ፣ የኮከብ ደረጃም ከ5 ወደ አንድ ለማውረድ ተገድጄ አለሁኝ፣ አፕዴት አድርጎ የተሻሻለ አፕልኬሽን ለዛውም የፋይናንስ እንዴት ክራሽ ልያደርግ ይችላል፣ ከሃገር ውጭ ሁኜ አካውንት ማንቀሳቀስ አስችሎኝ ነበር ክራሽ በማድረጉ እና እንደገና አክትቬሽን ኮድ በመፈለጉ፣ ሃገር ቤት እስክመለስ እንዳልጠቀም አድርጎኛል። ለቀጣይ በተሻለ መልኩ ተሳራላችሁ ብየ ተስፋ አለኝ!!,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,0,6/7/2025
"why this app is trash,cannot open using my pin,please do something with this issue",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
I was using this up for while but after I logged out for several weeks and tried it again it failed to log in .. then I Uninstall the and tried it again after reinstall but somehow it needs a verification code form CBE,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
wowww cbe,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
I just update this week it won't open now. Please fix it asap,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
Best application for me.,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
"app is crashing with the new update. please fix it as soon as possible. I am in another country and not able to make transactions. Please, are you reading the reviews? Guys does anyone know if it works by uninstalling and reinstalling without needing to go the bank??",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,17,6/7/2025
Version 2 not working correctly,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,2,6/7/2025
The very important App for us.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,7,6/7/2025
its very annoying a company with this size doesn't respond to it's customer.very arrogant and ignorant,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
Please try to link the updated version.,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
Very Good App but add some Transactions list,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,5,6/7/2025
crashes after update for v2. please reply for comments asap.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
very very very useful,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,2,6/7/2025
one day it just has stopped in the middle of no where and left me helpless. i was to transfer money to my brother for an urgent school fee.,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,0,6/7/2025
what is going on with this app it's not working at all,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
"With the recent update, I faced a serious problem similar to those mentioned by others. Hence I have to uninstall and reinstall the app...and it is working well now. I strongly suggest if CBE makes a regular check and take a quick corrective actions on reviews made by customers!!!",3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,13,6/7/2025
update NOT Working,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
After the recent update the application is getting crashed. Kindly fix the bug soon.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,2,6/7/2025
Crashed after update. Pls release fix asap.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
Absolute trash after an update,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
Excellente,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
Crashed after update,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
App still crushing after entering pin! And still no response from tech support!!!!,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
sms code did not work,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
not working after i update,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
"It has been a week since it stop working. How it doesn't work after UPDATE? Need attention. CBE, Please correct it!",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,5,6/7/2025
"Crashes after update, shame.",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
After updating the app stops working.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
the app is crashing after update. please fix the problem or let us what to do.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,4,6/7/2025
New update is very poor. Immediately crashes after Entering pin.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
difficult on using occasional time.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
Please don't release update because after update it says unfortunately stoped! what is wrong?ohhh,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,8,6/7/2025
"was working fine, but now it crashes after the update and lots of people are complaining about it but you chose to keep silent",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
useless update,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
"I recently updated this app but it completely stop responding...this is very sad,can't even run my business deals.",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
update doesn't work,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
it is not working totally after update.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
This app is mot working after the recent update.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
this update is was not working,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
crashing crashing and crashing fix it,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
"Do you even have tech support who reads the review and work on the glitch? the last update is totally unusable. Fix it quickly its a big national brand, it shouldn't have taken this long",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,12,6/7/2025
እየፈጩ ፡ ጥሬ ፡ አለ ፡ የሀገሬ ፡ ሰው፡፡ በዩዘር ፡ ለምን ፡ እንድንገባ ፡ አታረጉም ፡ ሰው ፡ ከሌላ ፡ ሀገር ፡ እኮ ፡ እንዳገና ፡ መግባት ፡ ሊያስፈልግ ፡ ይችላል ፡ ስልክ ፡ ቢቀየር ፡ ወይ ፡ አፑ ፡ ቢበላሽ,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
It crashes acfter this update...so what is the meaning of releasing V2...previously it was working....oppss...bad app.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
not working..,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,0,6/7/2025
too much beautiful and amazing apps,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
the app stop working when you update it and it has no solution for the problem,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
app crush after update,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,0,6/7/2025
"you're lucky that you've got one star from me, because there is no half star.",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,1,6/7/2025
The app keeps on crushing & I can't log in or access my account. Went to the bank for trouble shooting. The customer service was very poor and I told to reinstall the app and enter new activation key. I did and after starting to work for few hours again the prob is there and the app is still crushing and not working. Such poor service is unexpected from a big statd owned bank. You should fix the problem ASAP.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,42,6/7/2025
"Completely and utterly made it unusable after the update. Why would anyone, in their right minds, make something that worked before to a new “updated” rubbish!?",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,20,6/7/2025
last update keeps crashing after inserting pin. fix please!,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,5,6/7/2025
Peoples are complaining. what aren't you responding? Your customer support is lame!,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,10,6/7/2025
The app crashes after the last update. Please fix it.,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,3,6/7/2025
update ከሆነ ቡሀላ ባግባቡ አይሰራም በተቻለ መጠን በፍጥነት አስተካክሉት የመጀመሪያው የተሻለ ነበር,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,2,6/7/2025
Latest update is having bugs. The is not opening and crashing after updating.plz fix soon.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,3,6/7/2025
this update crashes please do something,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,2,6/7/2025
"App crushing after update. I approach the bank to fix it and they told me I need new authentication key for every update. What if I was abroad? Even after I logged in, features like Services, Finance and Banking are not there. It doesn't deserve a single star either.",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,35,6/7/2025
incompatible,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
"updated version keeps crashing on Android Oreo, please fix it. UI is also really bad. its functional but could be a lot better.",3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,8,6/7/2025
App doesn't work.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,4,6/7/2025
Very bad app from the so called largest bank in Ethiopia. It keeps crashing after the new update and the interface is ugly.,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,12,6/7/2025
it was good app since last update now doesn't work after updating… what happened? please fix the problem ASAP.,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,17,6/7/2025
this Last update is defective. the app is crashing after I updated it. please do fix it.,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,2,20,6/7/2025
"Excellent app, but limited transfer plz make the app to be tranferred large amount. Thanks",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,9,6/7/2025
App crushing after update to V2. Keeps crushing after accepting pin.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,2,6/7/2025
activate,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,2,6/7/2025
It's a good app for android but I can't find it on iPhone apps store pls make it available for iPhone,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,8,6/7/2025
Thank u for the app,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
To autherize new account it needs uninsrall dis not good fix it,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,2,6/7/2025
"It keeps on failing to connect to server at intervals , to solve it, install again and activate",3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,4,6/7/2025
needs improvement. can't see who makes the transfers the name should be seen when the detail is selected. also i have different accounts in my name and i can only use my phone for one account only ? mobile banking has become easy ....commercial banks of Ethiopia......you need to keep up!!!,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,23,6/7/2025
Thank you download app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
It is best app for my life,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Impressive,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Gode,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
It's not enough to have an app. It has to work,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
Its good begning,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
To use this app send massages,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
Islamic creadit sistem fome,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
Shopping,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
I haven't money but i'm very happy!!,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Its good and simply to use but internet must be there,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
Please remove what you call authentication code and use other simple steps,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
to approve the update,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
Why everything is complicated and difficult to use in ethiopia?your all applications are difficult to use I hate your everything,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
It say download the app authorization code&PIN from branch,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
This is very good you can use any place all over the world i like it,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
በ ኣይፎን 11 ኣይሰራም ምክንያቱ ኣፕዴት ይጠይቃል,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
TESFAY. CANADA. B.C.,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
I think i growth with you by anything business,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
Add financial news and correct the speed of your network,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
great application,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
i .....,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,4,6/7/2025
How poor is this app it's dead,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
Hananeya,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
So happy with cbe,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
Not tanx,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
It was somehow good but need improvement!,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
Good app for major transaction & need to improve with monthly summary repot,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
"Authorization key!? What does it mean? May it be the Activation Code or the Pin Code I received from one of CBE Branches!? Or a different thing that, I should do another way???????? Every body asks, but no one appeared answering!! What a hell!!!",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,6,6/7/2025
Very nice app.i admire how it makes it easy for access,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Good to use it,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
The blank space to write Ac no is unvisible please modify to whight color.ነጭ ኣድርጉት,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
This makes me to use the bank services easly,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,2,6/7/2025
Authorization fails problem,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Iwanttobeuse SMS,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
this is excellent app Easy to use Good work,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
Short and precise,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
Sends cash many times with no number of count dialogue to the same receiver.,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
So these is very application,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
"When transaction are made it displays error and made no entry in the transaction list. When i made the second transaction it deduct twice a very serious bug that should be handled soon, i faced twice in a month. After all it is individual's money you are dealing with.",2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,4,6/7/2025
this app is not functional in some android smart phone. eg. android 3.4,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
The Essential app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
"Very, very important and helpful",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
COMERSHAL,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
After some times it fails not working for those services insie it except checking balance. When I open to new service the app will close it self.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,30,6/7/2025
Whos and what is authorization. Code? ?,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
to download and how ican log in my account?,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
Excellent Appllication,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Woooow,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
Most liked bank and trustworthy!,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
"I have downloaded and went to CBE and registered my account. It shows only my balance and previous transactions. But when I tried to transfer money to non CBE customer it asks only revipients name, phone number and amount not any other criteria such as branch of sender and recipient. Finally when I press ""submit"" button it says input valid data. So how can I use it? I filled all the available blank spaces correctly but it doesn' work",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,8,6/7/2025
Dish,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
so smart,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
I thrust commercial bank of Ethiopia my money established it,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
Kkkk what is this?,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
I like it saves your time.,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
please allow us to register online without going to branch office,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
I liked it.,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
it is not work,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
bank,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
is not so good but if you trying this is well we want app like barcalys or standerd chtred,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,4,6/7/2025
king,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
"The bank has given me an authorization key,but it says invalid",4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,3,6/7/2025
This mobile app is great if it work properly. It is not working in my mobile (Samsung galaxy core).it is not self contained and need web to see the full interface which is bad. The graphics(the first page) look very unprofessional.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
Where can we get authorization code?? Need help from a developer or any body uses this App.?????,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
Plse send,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
Downloaded and I've to go cbe branch ...not any branch.,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
Anyone,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
I really hate CBR! I'd rather be AIB or OIB customer to get a good service.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Market,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Can't download.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Authorization code,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,4,6/7/2025
It is nice,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
It not installing it takes time why?,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
"It works well but some functions are not visible for android 2.1, . . .",4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
But like all ethiopians app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
I loved it so much....,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,3,6/7/2025
I like b.c it is must,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
Makes life simple.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
Seems good but needs lil improvements in speed & performance,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,3,6/7/2025
I am always with this efficient Bank.,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
Your color choice makes it hard to read the text. Logo is very blurry. Try to use better quality vector images. It seems like the app was designed by a beginner. Look at some of the major banking apps like Bank of America etc... Nice try,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,56,6/7/2025
I cant use by galaxy s6 edge,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
Ajemamru lay algebgnem yemn cod new yemasegbaw ? Plss help me,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
it is easy to work with,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
it Helps!,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
It is little bit confusing.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,4,6/7/2025
Good App.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
Www bayye gariidha,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
I Appreciate it app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
None,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,2,6/7/2025
What is an authorization code???,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
first i thank you for this service .then please tell me what is አውቶራይዜሽን key please,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
What is Authorisation code and where can I get it!?,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
Authorizations code,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
"I have authorization key and activation code already. But when i tried to login ,it always says ,connection failed and try again. What shall i do?",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,10,6/7/2025
Happy to have online banking in Ethiopia,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,3,6/7/2025
Now everybody has access,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
so bad how can we know the authorization code?,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,4,6/7/2025
